grupo,n,cociente_medio,cociente_mediano,pct_cae_mas_20,pct_cae_mas_50
alerta de caída,896,0.8646238305274533,0.859077619840331,40.848214285714285,12.723214285714285
sin alerta,7455,0.951759434393947,0.9439443602182109,14.755197853789404,1.0194500335345407
