campo,activo,meses_inactivo,operadora,departamento,latitud,longitud,meses_historia,bpd_medio,bpd_ultimo,bpd_pico,madurez,declinacion_anual_pct,arps_b,arps_tipo,arps_exito,volatilidad,meses_sin_produccion
ABANICO,True,0,ECOPETROL S.A.,TOLIMA,4.219056,-74.88020793,147,531.728722567421,331.25354838709677,1114.892857142857,0.29711693483802765,0.33525692947647956,4.745053168814196e-07,exponencial,True,0.10892512691469199,0
ABARCO,False,7,ECOPETROL S.A.,BOYACA,6.14838639,-74.55054922,140,3396.07658912397,1331.9032258064517,7254.741935483871,0.1835907104141007,5.612885918142673,0.0,exponencial,True,0.08385815081718434,0
ABEJAS,True,0,PERENCO COLOMBIA LIMITED,CASANARE,5.558268548,-71.15906959,140,798.551504793686,2909.074838709678,2999.311612903226,0.9699141717034856,0.001199992800038352,1.0,armónica,True,0.5621109224335824,0
ACACIA ESTE,False,71,SAN AGUSTIN ENERGY CORP SUCURSAL COLOMBIA,SANTANDER,6.371983001,-74.411411,59,4.818860162982634,0.5666666666666667,10.133333333333333,0.05592105263157895,0.001199992800038352,1.0,armónica,True,0.41185205704250727,0
ACAE SAN MIGUEL,False,5,ECOPETROL S.A.,PUTUMAYO,0.2949802459607843,-76.90753110568627,142,1406.3805858883372,717.9032258064516,3102.1290322580644,0.231422748164632,20.519818495769606,0.9999999999999999,armónica,True,0.20005869940323917,0
ACORDIONERO,True,0,GRAN TIERRA ENERGY COLOMBIA GMBH SUCURSAL COLOMBIA,CESAR,7.945521262,-73.56929489,146,12075.72476822838,10120.688387096776,22186.566666666666,0.4561628907776076,14.39040892938186,0.0,exponencial,True,0.19018187625933966,0
ADALIA,True,0,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CASANARE,5.103673408,-71.10090414,143,466.39696273415126,138.35967741935482,1725.0333333333333,0.08020695875597852,2.5295802159842395,0.0,exponencial,True,0.32920925813106056,0
AGAPANTO,False,39,EMERALD ENERGY PLC SUCURSAL COLOMBIA,PUTUMAYO,0.83872655,-76.57542493,63,158.6832154564953,105.90322580645162,326.46666666666664,0.32439215582944136,9.043812089402847,0.9999999999999996,armónica,True,0.6756495217841103,0
AGAVE,False,21,LEWIS ENERGY COLOMBIA INC,CASANARE,5.35459499,-71.26548274,34,39.82265721639045,0.1,444.0967741935484,0.00022517614585603255,27.818027229542142,1.0291318708636685e-07,exponencial,True,1.570387910426928,0
AGUAS BLANCAS,True,0,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,SANTANDER,6.81604418,-73.78599142,142,177.5198215246242,82.2267741935484,1008.0645161290323,0.08156896,39.31400879516181,0.9999999999992608,armónica,True,0.8455518713787081,0
AKACIAS,True,0,ECOPETROL S.A.,META,3.949549818,-73.72589044,137,14452.710728171685,30282.345161290323,30282.345161290323,1.0,0.0011999928000272497,1.0,armónica,True,0.8641365893425885,0
AKIRA,True,0,VERANO ENERGY (SWITZERLAND) AG SUCURSAL,CASANARE,4.351915681,-72.70796792,147,2082.9406190083423,1626.9270967741934,4399.032258064516,0.3698375009166239,16.1773369301763,0.0,exponencial,True,0.23355227272220164,0
ALEPE,True,0,OIRU CORPORATION,CASANARE,4.792115796,-71.58381426,144,117.37726137783163,42.94387096774194,235.36666666666667,0.1824551945945699,8.424123979058395,0.0,exponencial,True,0.24248155427652213,0
ALMAGRO,False,41,IBEROAMERICANA DE HIDROCARBUROS ENERGY COLOMBIA S.A.S,META,3.900245012,-72.65874228,106,403.7761386815939,258.51612903225805,715.3666666666667,0.36137569875437964,29.112820871128886,1.0,armónica,True,0.1496820234369051,0
ALQAMARI,True,0,ECOPETROL S.A.,PUTUMAYO,0.5500763387,-77.09489437,25,549.4359101382489,404.33774193548385,800.5483870967741,0.5050759559979047,5.410055460659368,0.0,exponencial,True,0.22431716013432734,0
ALTAIR,False,96,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION ANTES MERCANTILE COLOMBIA OIL AND GAS MCOG,CASANARE,5.098926794,-71.36775386,51,76.05303771490057,36.03225806451613,136.16129032258064,0.2646292347784885,30.44517297401985,0.49312350396410937,hiperbólica,True,0.18206504481195485,0
ALVA SUR,True,0,OIRU CORPORATION,CASANARE,4.837758308,-71.52884786,107,159.382128882262,211.11290322580646,686.0,0.3077447568889307,18.29625311208516,0.19447670988222254,hiperbólica,True,0.747670024170981,0
AMBAR,False,88,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",META,4.035341062,-71.42315795,59,2063.14867532843,1959.4,3549.766666666667,0.5519799423436282,12.864238143467887,0.9999999999999922,armónica,True,0.08671346846488491,0
AMBROSÍA,True,0,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION ANTES MERCANTILE COLOMBIA OIL AND GAS MCOG,TOLIMA,4.614731,-74.867885,146,31.42658215949156,19.877741935483872,49.935483870967744,0.39806847545219637,12.8504704106718,0.0,exponencial,True,0.4061603937603657,0
ANDALUCIA,False,65,HOCOL S.A.,HUILA,3.16033772,-75.13595003,82,64.08456082316265,32.38709677419355,106.83333333333333,0.30315535202053245,0.0011999928000494542,1.0,armónica,True,0.21259270498331548,0
ANDALUZ,True,0,TOC ENERGIA SUCURSAL COLOMBIA,CASANARE,5.917866703,-71.01881323,100,106.3319618888712,40.55,345.19354838709677,0.11747032987571254,57.78891583770478,1.0,armónica,True,0.498429028775015,0
ANDARRIOS,False,65,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,4.814914558,-71.66691122,82,219.70680227352887,15.0,1170.6451612903227,0.01281344723064205,39.436787334554545,0.0,exponencial,True,0.27121973371829705,0
ANDINA,True,0,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,ARAUCA,6.597814019,-71.75083308,88,4639.8084807629575,5783.94129032258,8937.935483870968,0.6471227388875254,5.613695611503832,0.9999999999993487,armónica,True,0.4263356219032092,0
ANGIE,False,22,SAINT AUBIN INTERNATIONAL SAS,SANTANDER,6.3950657,-73.88092037,56,46.73869416509651,24.129032258064516,129.29032258064515,0.18662674650698605,23.103450787267054,0.35447395645199214,hiperbólica,True,0.12405869902530194,0
APIAY,True,0,ECOPETROL S.A.,META,4.029085964,-73.43828562,146,3354.3204154884716,2754.925483870968,6018.290322580645,0.45775882122776274,0.0011999928000716586,0.999999999999932,armónica,True,0.08007392931079689,0
APIAY ESTE,True,0,ECOPETROL S.A.,META,4.073692161,-73.37561582,146,491.28243541058515,324.89193548387095,1425.6774193548388,0.2278860077835098,4.816078459281914,0.0,exponencial,True,0.19478451539123476,0
ARAGUATO,True,0,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.913722292,-71.17489319,144,105.73040743021346,18.65741935483871,299.5806451612903,0.06227845375255734,43.12664085574349,0.16666072985113853,hiperbólica,True,0.44320275692589456,0
ARAUCA,True,0,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,ARAUCA,6.976550697,-71.8167328,67,293.1709590989119,169.90225806451613,3468.733333333333,0.04898106649819804,0.0011999928000272497,1.0,armónica,True,0.915096917706995,0
ARAUCO,False,43,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,5.25395734,-71.3773565,102,87.45549832836357,3.5806451612903225,299.6774193548387,0.011948331539289559,47.22147783784661,0.9999999999999999,armónica,True,0.5100187282796843,0
ARDILLA,False,76,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,META,4.350022369,-72.97019176,61,1417.5212344968254,2523.866666666667,3237.7419354838707,0.7795144631530007,0.0011999928000272497,1.0,armónica,True,0.4088341010959771,0
AREA TECA-COCORNA,True,0,ECOPETROL S.A.,ANTIOQUIA,6.032039,-74.611941,147,1441.9296203336462,1320.3112903225806,1945.483870967742,0.6786544519980102,1.0346161739228643,1.0,armónica,True,0.08610194644625231,0
ARRAYÁN,True,0,ECOPETROL S.A.,HUILA,3.176373689,-75.2697708,147,640.7683382644864,182.0106451612903,2067.9032258064517,0.08801700335387254,15.138872362772894,1.0,armónica,True,0.1817581163134781,0
ARRECIFE,False,5,HOCOL S.A.,CORDOBA,8.481987661111111,-75.4316676320635,63,0.5836886874388861,0.16129032258064516,2.066666666666667,0.07804370447450572,48.53298375127205,0.7493919886861089,hiperbólica,True,0.7985890827940785,0
ATARRAYA,False,72,TECPETROL COLOMBIA SAS,META,4.22029758,-71.8295026,75,595.0924989671063,153.32258064516128,1860.857142857143,0.08239352560387908,20.69267745697464,0.14747952652991544,hiperbólica,True,0.06730961676595988,0
AULLADOR,True,0,ECOPETROL S.A.,SANTANDER,7.590212961,-73.63198237,140,336.834404514086,321.8635483870968,715.5483870967741,0.44981381300153284,3.9043775596737884,0.0,exponencial,True,0.48693760877308534,0
AUSTRAL,True,0,ECOPETROL S.A.,META,4.019438457,-73.45480356,139,213.96700082997324,226.4232258064516,674.8709677419355,0.33550595095836716,0.0011999928000272497,1.0,armónica,True,0.5202159462928817,0
AVISPA,False,76,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,META,4.334495407,-72.96994112,68,7822.141324355104,4764.2,12845.233333333334,0.37089244518719006,31.105810332724904,0.0,exponencial,True,0.42337847324768185,0
AZAFRÁN,True,0,MONTAJES JM S.A.  - EN REORGANIZACION,CASANARE,5.392442,-71.332904,95,335.09925916710574,99.66935483870968,915.3225806451613,0.1088898678414097,20.196042676073557,0.0,exponencial,True,0.8658549332167522,0
AZOGUE,True,0,VERANO ENERGY (SWITZERLAND) AG SUCURSAL,CASANARE,4.51288633,-72.6610557,72,1764.0484332532915,5091.297741935484,9076.768387096774,0.5609152426069502,0.0011999928071992905,1.0,armónica,True,0.6946565543118541,0
AZOR,False,18,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,5.52946285,-71.11206093,129,362.3410058384875,28.233333333333334,1316.1612903225807,0.021451271619159662,63.87238847661083,0.999999999999265,armónica,True,0.7936482401309689,0
BACANO,True,0,VERANO ENERGY (SWITZERLAND) AG SUCURSAL,CASANARE,4.352034609,-72.75025098,111,5276.2682042836595,3484.2693548387097,10307.566666666668,0.3380302517088135,22.73779363869296,0.0,exponencial,True,0.3789462235130117,0
BALCÓN,True,0,ECOPETROL S.A.,HUILA,3.110278,-75.399142,147,842.9207100500034,533.976129032258,1645.75,0.3244576205573495,7.810263274181894,0.9999999999999999,armónica,True,0.09614426553024025,0
BARQUEREÑA,True,0,PERENCO COLOMBIA LIMITED,CASANARE,5.387010039,-71.87238878,144,220.2507467935419,253.09870967741938,380.2258064516129,0.6656536862645287,13.64286783070552,0.09744196792890931,hiperbólica,True,0.7537145425743972,0
BASTIDAS,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,4.874774893,-71.86291161,146,322.1079724980717,120.80935483870968,1622.2857142857142,0.0744686054835301,31.908298041931992,0.10094458269435704,hiperbólica,True,0.23698230746667356,0
BAYONERO,True,0,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.904859874,-71.18683043,118,308.3853238453901,159.77612903225807,1152.1290322580646,0.13867902340687646,4.2714016539651345,9.512971675849306e-07,exponencial,True,0.4766193087508551,0
BAÚL,False,85,SAN AGUSTIN ENERGY CORP SUCURSAL COLOMBIA,SANTANDER,6.23628699999999,-74.3887519999999,45,19.14198038973345,0.75,29.06451612903226,0.025804661487236404,11.877761505232087,0.0,exponencial,True,0.5203088811337977,0
BEGONIA,True,0,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CASANARE,5.787776932,-71.38737629,136,878.6571636075176,254.13483870967744,3846.7096774193546,0.06606551053267141,61.359593082130026,0.15292456496364337,hiperbólica,True,0.643212815335973,0
BOLÍVAR,True,0,UNION TEMPORAL OMEGA ENERGY,BOYACA,5.78871256,-72.86670541,141,36.569900302937064,22.684193548387096,63.32258064516129,0.3582322975038207,6.5112889329023265,0.0,exponencial,True,0.10606448457058712,0
BONANZA,True,0,ECOPETROL S.A.,SANTANDER,7.475548692,-73.40572078,146,1622.4380421539986,1186.4535483870966,2708.6451612903224,0.43802472370426826,0.0011999928542061333,1.0,armónica,True,0.06989029293139905,0
BONGA,True,0,HOCOL S.A.,SUCRE,9.505791618,-75.06350128,111,4.420737799614329,1.1493548387096775,7.633333333333334,0.15057050288773066,27.409275975248594,0.0,exponencial,True,0.2322650200686816,0
BOQUETE,False,53,HOCOL S.A.,BOLIVAR,9.22352209,-74.57399679,92,53.23936623278223,1.1935483870967742,111.16129032258064,0.01073708647707487,6.541989500907109,0.0,exponencial,True,0.5320674541056217,0
BORAL,True,0,COLOMBIA ENERGY DEVELOPMENT CO ANTES HARKEN DE COLOMBIA II LIMITADA SUCURSAL COLOMBIA,CASANARE,5.100805952,-72.1402062,118,404.74321904393815,316.6925806451613,1074.8,0.29465256851987465,30.634041729864236,0.0,exponencial,True,0.36672468044765505,0
BORANDA,True,0,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,SANTANDER,7.646683627,-73.57112416,82,444.9714560732728,435.65903225806454,807.1333333333333,0.5397609221005177,9.031181956249368,0.9999999999999999,armónica,True,0.48570481258925713,0
BRISAS,True,0,ECOPETROL S.A.,HUILA,3.124511807,-75.27159984,147,203.58951302116273,221.08419354838708,354.38709677419354,0.6238494447478609,0.0011999928000272497,1.0,armónica,True,0.13072442709366017,0
BULLERENGUE,True,0,LEWIS ENERGY COLOMBIA INC,ATLANTICO,10.62874882,-74.94133931,126,286.5194465243149,27.593870967741935,595.8387096774194,0.04631097395917925,60.28928633404425,4.671666905464375e-07,exponencial,True,0.47674337776048703,0
CABIONA,True,0,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,META,4.732875811,-71.14699717,147,636.3213578002841,340.2248387096774,1011.8,0.336257006038424,7.2938457416379165,0.0,exponencial,True,0.029549115326627733,0
CAIPAL,True,0,ECOPETROL S.A.,BOYACA,6.12612531,-74.49664762,146,820.2636799803652,917.6809677419355,1423.6451612903227,0.6445995060385652,4.583369821855888,5.364154556253495e-08,exponencial,True,0.05845624419344756,0
CAJUA,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",META,4.033836381,-71.47094281,85,3210.4016016878386,4404.894838709677,5285.548387096775,0.8333846397968897,0.0011999928000272497,1.0,armónica,True,0.5213988825873056,0
CALONA,False,14,VERANO ENERGY (SWITZERLAND) AG SUCURSAL,CASANARE,4.53162065,-72.61582169,86,595.4275979709212,3.3870967741935485,1953.516129032258,0.001733846331676547,0.001199992802980443,0.0,exponencial,True,1.188545546539651,0
CAMOA,False,105,ECOPETROL S.A.,META,3.638524625,-73.39969688,32,42.00872455837174,0.8,64.5,0.012403100775193798,3.3917443850738027,1.2495203654432004e-08,exponencial,True,0.7534559412086012,0
CAMPO RICO,True,1,EMERALD ENERGY PLC SUCURSAL COLOMBIA,CASANARE,4.90118673254717,-72.24949598018868,107,380.36110550069725,5.964285714285714,774.741935483871,0.0076984160029502915,18.19133511804828,0.0,exponencial,True,0.4252351427695512,0
CANACABARE,True,0,COLOMBIA ENERGY DEVELOPMENT CO ANTES HARKEN DE COLOMBIA II LIMITADA SUCURSAL COLOMBIA,CASANARE,4.844497531,-71.84271119,121,442.91316765884875,358.6858064516129,2039.7096774193549,0.17585140200218247,0.0011999928055117515,1.0,armónica,True,0.3134516162440057,0
CANAGUAY,False,5,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,4.764446,-72.704824,131,643.0507428788156,3.6774193548387095,3000.2580645161293,0.0012257010149664543,25.223152314901753,1.2080968774734295e-09,exponencial,True,0.6593561094459904,0
CANAGUEY,True,0,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.770222399,-71.25956871,145,931.1303130937313,552.8267741935484,2794.451612903226,0.19783014729648613,12.52559391273076,0.9999999999999991,armónica,True,0.4057563177911799,0
CANDALAY,True,0,PERENCO COLOMBIA LIMITED,DEPARTAMENTO NN,5.169949441,-71.40198836,101,31.34523026265761,24.128064516129033,169.29032258064515,0.14252477134146344,7.1483458326123905,0.0,exponencial,True,1.357769561657627,0
CANDELILLA,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",META,4.316920942,-72.97859675,147,1466.360109367281,482.7951612903226,5389.096774193548,0.0895873986903066,12.817150274991418,0.9999999999999766,armónica,True,0.15276514362007776,0
CAPACHOS,True,0,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,ARAUCA,6.564183713,-71.75360875,95,975.9369981098462,470.2096774193548,2020.225806451613,0.23275104986667092,2.74502203883622,2.0090307179367398e-09,exponencial,True,0.7074302688632571,0
CAPACHOS SUR,True,0,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,ARAUCA,6.549363809,-71.7619964,32,553.8350514584657,459.59483870967745,965.0,0.47626408156443256,0.0011999928000605564,1.0,armónica,True,1.3582745374744067,0
CAPELLA,False,26,EMERALD ENERGY PLC SUCURSAL COLOMBIA,DEPARTAMENTO NN,2.103032819,-74.54676501,70,2000.55793561251,6.483870967741935,3859.5,0.0016799769316600429,16.705367924117997,1.0,armónica,True,0.9761096647201835,0
CAPURE,False,71,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",MAGDALENA,9.660979929,-74.11756617,37,1.5377522286309826,1.0,5.096774193548387,0.1962025316455696,3.632541525083277,0.0,exponencial,True,0.9525939238807573,0
CARACARA SUR A,True,0,COLOMBIA ENERGY DEVELOPMENT CO ANTES HARKEN DE COLOMBIA II LIMITADA SUCURSAL COLOMBIA,META,4.117162922,-71.98048575,146,2619.333225072687,1452.6583870967743,5801.258064516129,0.250404028047309,0.0011999928000272497,1.0,armónica,True,0.04686700785282813,0
CARACARA SUR B Y C,True,0,COLOMBIA ENERGY DEVELOPMENT CO ANTES HARKEN DE COLOMBIA II LIMITADA SUCURSAL COLOMBIA,META,4.124133,-71.961142,146,1907.5254859770257,900.7787096774193,4862.2,0.18526155026066787,15.831848589011576,0.9999999999992508,armónica,True,0.054343688731059964,0
CARAMELO,False,86,LEWIS ENERGY COLOMBIA INC,CESAR,8.332922785,-73.67201223,28,28.145586460390607,1.4193548387096775,109.63333333333334,0.012946380407810983,66.38368500390798,0.0,exponencial,True,0.5952597600267434,0
CARETO,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,5.270154112,-71.39633853,145,277.1299981086447,58.951935483870976,1351.9354838709678,0.043605583392984974,19.00936668418167,0.999999999998861,armónica,True,0.21739066363338488,0
CARIBE,True,0,ECOPETROL S.A.,PUTUMAYO,0.5974690647,-77.00871689,146,1196.3571703157165,1521.7861290322583,1991.4333333333334,0.7641662432580846,0.0011999928000272497,1.0,armónica,True,0.2615749206396243,0
CARICARE,True,0,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.745905903,-71.31547475,145,3482.5016574939136,3772.355806451613,8296.161290322581,0.4547110012014884,0.0011999928000272497,1.0,armónica,True,0.3794884512491876,0
CARMENTEA,False,14,VERANO ENERGY (SWITZERLAND) AG SUCURSAL,CASANARE,4.572788718,-72.61655361,101,552.134332479013,7.67741935483871,2582.8709677419356,0.002972436273713922,23.522505203828846,0.0,exponencial,True,0.6743162746126183,0
CARRIZALES,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,4.946201428,-71.83826192,146,769.6396278462623,325.7961290322581,2864.2258064516127,0.11374666351319392,0.0011999928001049653,1.0,armónica,True,0.08752634345011492,0
CARRIZALES NORTE,True,0,PETROLEOS COLOMBIANOS SA,CASANARE,4.973440808,-71.82479659,34,3125.77098255765,2687.7512903225806,7458.733333333334,0.3603495620779105,0.0011999928000605564,1.0,armónica,True,0.365026261609432,0
CARUPANA,True,0,PERENCO OIL AND GAS COLOMBIA LIMITED.,CASANARE,5.573149033,-71.75089757,126,281.08519732494415,175.10999999999999,516.7333333333333,0.33887885434137527,23.472308062347192,0.0,exponencial,True,0.4348086050959626,0
CARUTO,False,25,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,4.45550832,-72.84905864,122,319.2322671821149,46.03448275862069,805.5483870967741,0.057146762995244335,25.76028104408866,0.5216125559979436,hiperbólica,True,0.09009982622202203,0
CASABE,True,0,ECOPETROL S.A.,ANTIOQUIA,7.04436814,-73.91400917,147,11201.59230274577,8061.7193548387095,18919.714285714286,0.42610153795640954,3.8528092256335023,0.027423465416862476,exponencial,True,0.03336231932206333,0
CASABE SUR,True,0,ECOPETROL S.A.,ANTIOQUIA,6.997349,-73.94608694,147,2165.5988070780513,1106.0529032258064,4201.821428571428,0.26323177270335635,19.35618999926867,0.0,exponencial,True,0.090067128806482,0
CASTILLA,True,0,ECOPETROL S.A.,META,3.836696,-73.665849,145,65167.611673116095,54943.85419354839,86185.74193548386,0.6375051482956167,2.3208995069109672,0.0,exponencial,True,0.03335225442475268,0
CASTILLA ESTE,False,15,ECOPETROL S.A.,META,3.857386521,-73.63050198,132,306.09758076554516,14.870967741935484,605.8214285714286,0.024546783987159912,0.0011999928000272497,1.0,armónica,True,0.3172254774744075,0
CASTILLA NORTE,True,0,ECOPETROL S.A.,META,3.887507834,-73.65222957,145,42475.54542839792,39769.00709677419,54815.433333333334,0.7255074835391406,2.8205823859259516,0.0,exponencial,True,0.057396297822356335,0
CAÑO GANDUL,True,0,PERENCO COLOMBIA LIMITED,CASANARE,5.169410389,-71.14952743,140,207.09111031437044,183.1316129032258,556.5806451612904,0.32902979019357825,16.897320129085337,0.9999999999999803,armónica,True,0.26949554687597527,0
CAÑO GARZA,False,10,PERENCO COLOMBIA LIMITED,CASANARE,5.59332017,-71.58383537,125,116.22992137295407,29.096774193548388,405.2903225806452,0.07179242279528812,12.077280466839413,6.763089162025251e-09,exponencial,True,0.5133354148946918,0
CAÑO GARZA ESTE,False,11,PERENCO COLOMBIA LIMITED,CASANARE,5.58716241,-71.58034348,110,169.80452053508225,0.8666666666666667,343.8,0.0025208454527826255,0.0011999928000272497,1.0,armónica,True,0.7939398093954207,0
CAÑO GARZA NORTE,False,14,PERENCO COLOMBIA LIMITED,CASANARE,5.62785569,-71.56235585,126,202.3795743485875,16.548387096774192,514.1,0.03218904317598559,0.0011999928025585582,0.0,exponencial,True,1.024444333124628,0
CAÑO LIMÓN,True,0,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.959206,-71.09548,146,19611.94557094133,14215.125161290323,33683.3,0.4220229360332961,11.62553610706768,1.0,armónica,True,0.6459421514222604,0
CAÑO RONDÓN,True,0,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.736853907,-71.31853855,145,2864.7288138407757,1405.263870967742,9589.7,0.1465388772295006,0.0011999928000272497,1.0,armónica,True,0.5938519697306738,0
CAÑO SUR,False,100,ECOPETROL S.A.,META,3.741435,-71.752622,26,117.60470282405767,94.8,317.1290322580645,0.2989319499542264,31.436119941827055,0.9999999997881577,armónica,True,0.6650405579121106,0
CAÑO SUR ESTE,True,0,ECOPETROL S.A.,META,3.746242962,-71.74837425,99,18725.65758668843,49863.42677419355,54165.032258064515,0.9205833486191544,0.0011999928000272497,1.0,armónica,True,0.13317565297921416,0
CAÑO YARUMAL,True,0,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.977718088,-71.06495924,146,3325.8447058602114,2720.506451612903,6549.1,0.41540157450839094,9.166735996827457,1.0,armónica,True,0.7202228811579929,0
CEBÚ,False,42,ECOPETROL S.A.,HUILA,3.024801,-75.272508,103,161.83824185397347,228.4,228.4,1.0,0.0011999928000716586,1.0,armónica,True,0.31281782782720846,0
CEDRILLO,False,37,INVEPETROL LIMITED COLOMBIA,CASANARE,5.30147647,-71.7535361,40,130.61567369828907,20.321428571428573,433.258064516129,0.046903751449206,62.11540800401297,0.0,exponencial,True,0.5138972181043606,0
CEIBO,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",META,4.342263575,-72.97359419,146,3151.952934759539,2468.77935483871,8586.870967741936,0.2875062830352414,6.886547219803996,0.9999999999994691,armónica,True,0.29051977973805637,0
CENTAURO SUR,False,33,EMERALD ENERGY PLC SUCURSAL COLOMBIA,CASANARE,4.87035163,-72.26447468,102,105.97958554945895,19.266666666666666,266.2258064516129,0.07236964336200977,0.0011999928000272497,1.0,armónica,True,0.4027506533204774,0
CERNÍCALO,False,12,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,5.246429,-71.30867,60,158.78365008739874,42.03225806451613,647.7741935483871,0.06488720681240974,0.001199992819811424,1.0,armónica,True,0.45445989957815675,0
CERRO GORDO,True,0,WATTLE PETROLEUM COMPANY S.A.S,NORTE DE SANTANDER,8.20515275,-72.74850725,64,0.8899588001218285,8.015806451612903,8.015806451612903,1.0,0.0011999928000272497,1.0,armónica,True,1.2341330245627868,0
CHACHALACA,False,15,GEOPARK COLOMBIA S.A.S.,CASANARE,4.4920338,-72.72560794,48,155.48860892614368,12.483870967741936,943.1612903225806,0.013236199466447775,13.660824006503681,5.2615051711177966e-08,exponencial,True,1.8145871797504862,0
CHAPARRITO,True,0,PERENCO COLOMBIA LIMITED,CASANARE,5.560450223,-71.21242365,141,1194.391260643088,3927.085806451613,6238.258064516129,0.6295164075993092,0.0011999928000272497,1.0,armónica,True,0.6256291142111073,0
CHENCHE,True,0,HOCOL S.A.,TOLIMA,3.913005029,-74.8999172,140,50.7576224026318,51.291612903225804,88.25806451612904,0.5811549707602338,0.0011999928003381122,1.0,armónica,True,0.5591531427985525,0
CHICHIMENE,True,0,ECOPETROL S.A.,META,3.945433883,-73.68184999,147,45986.82289021779,37814.785161290325,60575.41935483871,0.6242595687167903,0.04476991052607682,1.0,armónica,True,0.05834122457160489,0
CHICHIMENE SW,True,0,ECOPETROL S.A.,META,3.905214817,-73.72769855,147,19661.09207710904,21613.839032258064,22181.633333333335,0.974402502622653,0.05054007135110172,1.0,armónica,True,0.07198474931127558,0
CHIPIRÓN,True,0,SIERRACOL ENERGY ARAUCA LLC,ARAUCA,6.878803,-71.157737,145,6120.920137668017,1708.9648387096772,15788.466666666667,0.10824134317727775,32.508837455466654,0.7253480415045381,hiperbólica,True,0.34141175835380466,0
CHIRICOCA,True,0,GEOPARK COLOMBIA S.A.S.,CASANARE,4.491911774,-72.67313831,108,768.8352301008568,238.34064516129033,4373.5,0.054496546281305666,16.538408146184867,1.0,armónica,True,0.34695447372259225,0
CHUIRA,True,0,GRAN TIERRA ENERGY COLOMBIA GMBH SUCURSAL COLOMBIA,CESAR,8.157611903,-73.52348182,144,154.45878889628247,114.87322580645161,335.23333333333335,0.3426664784919507,11.917697085627433,0.0,exponencial,True,0.40066972129869843,0
CHURUYACO,True,0,ECOPETROL S.A.,PUTUMAYO,0.5431835442,-77.07038016,132,203.47446749795748,5.34,2553.6774193548385,0.0020911020160679097,68.8793411913689,0.7011173570505298,hiperbólica,True,0.8772142935995058,0
CICUCO,True,0,HOCOL S.A.,BOLIVAR,9.248706932,-74.63748573,142,592.7161372760106,330.1322580645161,798.483870967742,0.41344887488385246,13.040239325848235,0.0,exponencial,True,0.3434426201106038,0
CIRIGÜELO,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",CASANARE,4.77163465,-71.2536247,146,149.2256137536307,14.899354838709677,396.2258064516129,0.037603191402751764,56.85725304919246,0.0,exponencial,True,0.14715273643261714,0
COBRA,True,0,"FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA",META,4.426372028,-72.92201268,147,200.6561721397601,101.20612903225806,358.61290322580646,0.2822155257713412,14.145540902712172,0.0,exponencial,True,0.31294923496632887,0
